Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
48300,Text,2015-02-18,"Scientific American, Volume 56, No. 9, February 26, 1887",en,Various,Science -- Periodicals; Technology -- Periodicals,T,Category: Science - Physics; Category: Science - Chemistry/Biochemistry; Category: Science - Earth/Agricultural/Farming; Category: Engineering & Technology; Category: Journals
48301,Text,2015-02-18,From Snotty to Sub,en,"Forester, Wolston B. C. W. (Wolston Beaumont Charles Weld); Forester, Elspeth Lascelles, -1931 [Editor]","World War, 1914-1918 -- Personal narratives, English; World War, 1914-1918 -- Naval operations",D501,Category: Biographies; Category: History - British; Category: History - Modern (1750+); Category: History - Warfare
48302,Text,2015-02-18,La enferma: novela,es,"Zamacois, Eduardo, 1873-1971",Spanish fiction,PQ,Category: Novels
48303,Text,2015-02-18,"The Campaign of the Forty-fifth Regiment, Massachusetts Volunteer Militia
""The Cadet Regiment""",en,"Hubbard, Charles Eustis, 1842-; Shapleigh, Frank H., 1842?-1906 [Illustrator]","United States -- History -- Civil War, 1861-1865 -- Regimental histories -- Massachusetts; United States. Army. Massachusetts Infantry Regiment, 45th (1862-1863)",E456,Category: History - American; Category: History - Warfare
48304,Text,2015-02-18,The Family at Misrule,en,"Turner, Ethel, 1870-1958; Johnson, A. J. [Illustrator]","Conduct of life -- Juvenile fiction; Australia -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Family -- Juvenile fiction; Siblings -- Juvenile fiction; Country life -- Juvenile fiction; Students -- Juvenile fiction; Obedience -- Juvenile fiction; Domestic fiction, Australian; Woolcot family (Fictitious characters) -- Juvenile fiction",PZ,Category: Children & Young Adult Reading; Category: Novels
48305,Text,2015-02-18,"The Fleets Behind the Fleet
The Work of the Merchant Seamen and Fishermen in the War",en,"Dixon, W. MacNeile (William MacNeile), 1866-1945","World War, 1914-1918 -- Naval operations; World War, 1914-1918 -- Naval operations, British; Merchant mariners -- Great Britain",D501,Category: History - British; Category: History - Warfare
48306,Text,2015-02-18,Selected Poems,en,"Brooke, Rupert, 1887-1915",English poetry -- 20th century,PR,Category: Poetry; Category: British Literature
48307,Text,2015-02-19,Genom Canada: Reseskildringar från 1904,sv,"Waldenström, P. (Paul), 1838-1917",Canada -- Emigration and immigration; Canada -- Description and travel; Swedes -- Canada,F1001,Category: Travel Writing
48308,Text,2015-02-19,Orleans'in neitsyt: Romantillinen murhenäytelmä,fi,"Schiller, Friedrich, 1759-1805; Avellan, Edvin, 1830-1912 [Translator]","Tragedies (Drama); Joan, of Arc, Saint, 1412-1431 -- Drama; France -- History -- Charles VII, 1422-1461 -- Drama",PT,Category: Historical Novels; Category: Plays/Films/Dramas; Category: Classics of Literature; Category: German Literature
48309,Text,2015-02-19,The Epic of Paul,en,"Wilkinson, William Cleaver, 1833-1920","Paul, the Apostle, Saint -- Poetry",PS,Category: Historical Novels; Category: Religion/Spirituality
48310,Text,2015-02-19,"Stephen H. Branch's Alligator, Vol. 1 no. 01, April 24, 1858",en,"Branch, Stephen H., 1813- [Editor]",New York (N.Y.) -- Politics and government,F106,"Category: Humour; Category: Adventure; Category: Essays, Letters & Speeches; Category: Travel Writing; Category: American Literature"
48311,Text,2015-02-19,James Russell Lowell and His Friends,en,"Hale, Edward Everett, 1822-1909","Diplomats -- United States -- Biography; Authors, American -- 19th century -- Biography; Lowell, James Russell, 1819-1891",PS,Category: Biographies
48312,Text,2015-02-19,"Die Grundlagen der Arithmetik
Eine logische mathematische Untersuchung über den Begriff der Zahl",de,"Frege, Gottlob, 1848-1925",Number concept; Arithmetic -- Foundations,QA,Category: Mathematics; Category: Philosophy & Ethics
48313,Text,2015-02-19,Phaeton Rogers: A Novel of Boy Life,en,"Johnson, Rossiter, 1840-1931",Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Boys -- Juvenile fiction; Poetry -- Juvenile fiction; Aunts -- Juvenile fiction; Police -- Juvenile fiction; Balloons -- Juvenile fiction; Local transit -- Juvenile fiction; Printing -- Juvenile fiction; Rochester (N.Y.) -- Juvenile fiction,PZ,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature
48314,Text,2015-02-19,"Charles Sumner: his complete works, volume 18 (of 20)",en,"Sumner, Charles, 1811-1874","Slavery -- United States; Speeches, addresses, etc., American",E300,"Category: Essays, Letters & Speeches; Category: History - American; Category: Politics"
48315,Text,2015-02-20,David Blaize,en,"Benson, E. F. (Edward Frederic), 1867-1940",Boys -- Fiction; Boarding schools -- England -- Fiction,PR,Category: Children & Young Adult Reading; Category: Humour; Category: Novels; Category: British Literature
48316,Text,2015-02-20,De ridders van den halven toren,nl,"Vletter, A. C. C. de, 1866-1935; Wildschut, George, 1883-1966 [Illustrator]","Children's stories, Dutch",PZ,Category: Novels
48317,Text,2015-02-20,"Blackwood's Edinburgh Magazine, Volume 67, Number 414, April, 1850",en,Various,Scotland -- Periodicals; England -- Periodicals,AP,Blackwood's Edinburgh Magazine; Category: History - British; Category: History - Modern (1750+); Category: Politics; Category: Reports & Conference Proceedings
48318,Text,2015-02-20,In Pastures Green,en,"McArthur, Peter, 1866-1924",Farm life,S,"Category: Essays, Letters & Speeches; Category: Nature/Gardening/Animals"
48319,Text,2015-02-20,Lincoln and the Sleeping Sentinel: The True Story,en,"Chittenden, L. E. (Lucius Eugene), 1824-1900","Lincoln, Abraham, 1809-1865 -- Anecdotes; Scott, William, 1840?-1862",E456,Category: Biographies; Category: History - American; Category: History - Warfare
48320,Text,2015-02-20,"Adventures of Sherlock Holmes
Illustrated",en,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Detective and mystery stories, English",PR,"Category: Short Stories; Category: Crime, Thrillers and Mystery; Category: British Literature"
48321,Text,2015-02-20,Klondyken kuningas,fi,"London, Jack, 1876-1916; Simolin, Kerttu Emilia, 1887-1919 [Translator]",Western stories; Women pioneers -- Fiction; Gold mines and mining -- Alaska -- Fiction; Bankruptcy -- Fiction; Oakland (Calif.) -- Fiction,PS,Category: Adventure; Category: Novels; Category: American Literature
48322,Text,2015-02-20,Carl Scharnhorst. Abenteuer eines deutschen Knaben in Amerika.,de,"Armand, 1806-1889; Hengst, August [Illustrator]",Frontier and pioneer life -- United States -- Fiction,PT,Category: Historical Novels; Category: Adventure; Category: German Literature
48323,Text,2015-02-20,"The Roman Poets of the Republic, 2nd edition",en,"Sellar, W. Y. (William Young), 1825-1890",Latin poetry -- History and criticism,PA,Category: Poetry; Category: History - Ancient
48324,Text,2015-02-21,"Harper's Young People, July 26, 1881
An Illustrated Weekly",en,Various,"Children's periodicals, American",AP,Category: Short Stories; Category: Children & Young Adult Reading; Category: Poetry; Category: Adventure
48325,Text,2015-02-21,"Karl Krinken, His Christmas Stocking",en,"Warner, Susan, 1819-1885; Warner, Anna Bartlett, 1824-1915",Christian life -- Juvenile fiction; Children's stories; Family -- Juvenile fiction; Christmas -- Juvenile fiction; Poverty -- Juvenile fiction,PZ,Category: Children & Young Adult Reading; Category: Novels
48326,Text,2015-02-21,"The Chautauquan, Vol. 03, February 1883
A Monthly Magazine Devoted to the Promotion of True Culture.
Organ of the Chautauqua Literary and Scientific Circle.",en,"Chautauqua Literary and Scientific Circle; Chautauqua Institution; Flood, Theodore L., 1842- [Editor]",Chautauqua Literary and Scientific Circle -- Periodicals; Chautauqua Institution -- Periodicals,AP,Category: History - European; Category: History - Medieval/Middle Ages; Category: Journals
48327,Text,2014-11-11,"The Chautauquan, Vol. 03, March 1883
A Monthly Magazine Devoted to the Promotion of True Culture.
Organ of the Chautauqua Literary and Scientific Circle.",en,"Chautauqua Literary and Scientific Circle; Chautauqua Institution; Flood, Theodore L., 1842- [Editor]",Chautauqua Literary and Scientific Circle -- Periodicals; Chautauqua Institution -- Periodicals,AP,Category: British Literature; Category: History - European; Category: Religion/Spirituality; Category: Journals
48328,Text,2015-02-21,"Coca and its Therapeutic Application, Third Edition",en,"Mariani, Angelo, 1838-1914",Coca -- Therapeutic use; Cocaine,RM,Category: History - Other; Category: Health & Medicine; Category: Drugs/Alcohol/Pharmacology
48329,Text,2015-02-21,History of Sanitation,en,"Cosgrove, J. J. (John Joseph), 1869-",Sanitation -- History,RA,Category: History - Other; Category: Engineering & Technology
48330,Text,2015-02-21,Ferdinand of Bulgaria: The Amazing Career of a Shoddy Czar,en,Anonymous,"Ferdinand I, Czar of Bulgaria, 1861-1948",DR,Category: Biographies; Category: History - European; Category: History - Royalty
48331,Text,2015-02-21,"Birds and All Nature, Vol 7, No. 2, February 1900
Illustrated by Color Photography",en,Various,Birds -- Periodicals; Natural history -- Periodicals,QH,Category: Nature/Gardening/Animals; Category: Journals
48332,Text,2015-02-21,"Fra Tommaso Campanella, Vol. 2
la sua congiura, i suoi processi e la sua pazzia",it,"Amabile, Luigi, 1828-1892","Philosophy, Renaissance; Campanella, Tommaso, 1568-1639",B,IT Biografie; Category: Biographies; Category: History - European; Category: History - Early Modern (c. 1450-1750); Category: History - Religious
48333,Text,2015-02-21,Un viaggio elettorale,it,"De Sanctis, Francesco, 1817-1883; Capobianco, Giuseppe Leonida, 1892-1946 [Annotator]",Italy -- Politics and government,DG,IT Scienze politiche; Category: Biographies; Category: Politics
48334,Text,2015-02-21,"Ireland under the Tudors, with a Succinct Account of the Earlier History. Vol. 2 (of 3)",en,"Bagwell, Richard, 1840-1918",Ireland -- History -- 16th century,DA,Category: History - British; Category: History - European; Category: History - Early Modern (c. 1450-1750)
48335,Text,2015-02-21,Viaggio pel lago di Como,it,"Giovio, Giambatista, conte, 1748-1814","Como, Lake (Italy) -- Description and travel",DG,IT Viaggi; Category: Travel Writing; Category: History - European
48336,Text,2015-02-22,In Search of Mademoiselle,en,"Gibbs, George, 1870-1942","Great Britain -- History -- Tudors, 1485-1603 -- Fiction; Sailors -- Fiction; Privateering -- Fiction; Florida -- History -- Huguenot colony, 1562-1565 -- Fiction; Florida -- History -- Spanish colony, 1565-1763 -- Fiction",PS,Category: Historical Novels; Category: Romance; Category: Adventure; Category: Novels
48337,Text,2015-02-21,Her Lord and Master,en,"Morton, Martha, 1865-1925; Morton, Victoria [Adapter]; Christy, Howard Chandler, 1873-1952 [Illustrator]; MacNamara, Esther [Illustrator]",England -- Fiction; Indiana -- Fiction; Mate selection -- Fiction; Marriage -- Fiction; Husband and wife -- Fiction,PS,Category: Novels; Category: American Literature
48338,Text,2015-02-22,"The Command in the Battle of Bunker Hill
With a Reply to ""Remarks on Frothingham's History of the Battle, by S. Swett""",en,"Frothingham, Richard, 1812-1880","Bunker Hill, Battle of, Boston, Mass., 1775; Swett, Samuel, 1782-1866. Who was the commander at Bunker hill? With remarks on Frothingham's history of the battle",E201,Category: History - American; Category: History - Warfare
48339,Text,2015-02-22,Mr. Punch in Wig and Gown: The Lighter Side of Bench and Bar,en,"Hammerton, J. A. (John Alexander), 1871-1949 [Editor]; Marks, Henry Stacy, 1829-1898 [Illustrator]","English wit and humor; English wit and humor, Pictorial; Law -- Great Britain -- Humor; Law -- Humor",PN,Category: Humour; Category: Law & Criminology
48340,Text,2015-02-22,Reden an die deutsche Nation,de,"Fichte, Johann Gottlieb, 1762-1814","National characteristics, German; Germany -- Politics and government -- 1806-1815; Education and state -- Germany",DD,"Category: Essays, Letters & Speeches; Category: German Literature; Category: Philosophy & Ethics; Category: Teaching & Education"
48341,Text,2015-02-22,"Gunshot Roentgenograms
A Collection of Roentgenograms Taken in Constantinople During the Turko-Balkan War, 1912-1913, Illustrating Some Gunshot Wounds in the Turkish Army",en,"Ford, Clyde S. (Clyde Sinclair), 1867-",Gunshot wounds; X-rays; Balkan Peninsula -- History -- War of 1912-1913 -- Medical care,R,Category: History - Warfare; Category: Science - Physics; Category: Health & Medicine
48342,Text,2015-02-23,"Outlines of Zuñi Creation Myths
Thirteenth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1891-1892, Government Printing Office, Washington, 1896, pages 321-448",en,"Cushing, Frank Hamilton, 1857-1900",Zuni mythology,E011,"Category: Mythology, Legends & Folklore; Category: History - Other; Category: Archaeology & Anthropology"
48343,Text,2015-02-23,Clergymen and Doctors: Curious Facts and Characteristic Sketches.,en,Anonymous,Medicine -- Anecdotes; Physicians; Clergy; Medicine -- Humor; Pastoral theology -- Anecdotes,BV; R,Category: Humour; Category: History - Other
48344,Text,2015-02-23,Benjamin of Ohio: A Story of the Settlement of Marietta,en,"Otis, James, 1848-1912","Northwest, Old -- History; Frontier and pioneer life -- Ohio; Marietta (Ohio)",F476,Category: Historical Novels; Category: Children & Young Adult Reading; Category: Adventure; Category: American Literature
48345,Text,2015-02-23,"Die Reden Gotamo Buddhos. Mittlere Sammlung, erster Band",de,"Neumann, Karl Eugen, 1865-1915 [Translator]",Buddhism,BQ,Category: German Literature; Category: Philosophy & Ethics; Category: Religion/Spirituality
48346,Text,2015-02-23,Merenneito: 5-näytöksinen näytelmä,fi,"Ibsen, Henrik, 1828-1906; Koskelainen, Yrjö, 1885-1951 [Translator]",Man-woman relationships -- Drama; Married people -- Drama; Family secrets -- Drama; Norwegian drama -- Translations into Finnish,PT,Category: Plays/Films/Dramas
48347,Text,2015-02-23,Amiens Before and During the War,en,Pneu Michelin (Firm) [Publisher],"World War, 1914-1918 -- France; Amiens (France) -- Guidebooks; Amiens (France) -- History",DC; D501,Category: History - European; Category: History - Modern (1750+); Category: History - Warfare
48348,Text,2015-02-23,"Chambers's Journal of Popular Literature, Science, and Art, No. 705, June 30, 1877",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Periodicals,AP,Chambers's Edinburgh Journal; Category: Journals
48349,Text,2015-02-23,"The religious and loyal subject's duty considered: with regard to the present Government and the Revolution
A sermon preached in the Cathedral Church of Canterbury, on Wednesday, January 30, 1722-3",en,"Terry, Isaac, 1689-1744","Church of England -- Sermons; Sermons, English -- 18th century; Government, Resistance to -- Religious aspects -- Christianity; Charles I, King of England, 1600-1649 -- Anniversaries, etc.; Bible. Proverbs XXIV, 21 -- Sermons",DA,Category: History - British; Category: History - Early Modern (c. 1450-1750); Category: Religion/Spirituality; Category: Politics
